Query,Label
"""import picklenpickle.loads(input('Veri girin: '))""", 1
"""import osnos.system(f'rm -rf {input('Dizin adı: ')}')""", 1
"""import subprocessnsubprocess.run(f'curl {input('URL: ')}')""", 1
"""import osnos.system(f'cat {input('Dosya adı: ')}')""", 1
"""import requestsnrequests.get(input('URL girin: '))""", 1
"""import osnos.system(f'rm -rf {input('Dizin adı: ')}')""", 1
"""import sqlite3nconn = sqlite3.connect('test.db')nconn.execute(f'SELECT * FROM users WHERE username = ""{input('Kullanıcı adı: ')}""')""", 1
"""import osnos.system(f'echo {input('Parola: ')} >> passwords.txt')""", 1
"""import osnos.system(f'rm -rf {input('Dizin adı: ')}')""", 1
"""import osnos.system(f'echo {input('Veri: ')} > log.txt')""", 1
"""import shutilnshutil.rmtree(input('Dizin adı: '))""", 1
"""import osnos.system(f'echo {input('Kullanıcı adı: ')} >> log.txt')""", 1
"""import osnos.system(f'cp {input('Kaynak dosya: ')} {input('Hedef dosya: ')}')""", 1
"""import osnos.system(f'rm -rf {input('Dizin adı: ')}')""", 1
"""import requestsnrequests.get(f'{input('URL: ')}')""", 1
"""import osnos.system(f'echo {input('Parola: ')} >> /etc/passwd')""", 1
"""import osnos.system(f'echo {input('Kullanıcı adı: ')} >> users.txt')""", 1
"""import osnos.system(f'curl {input('URL: ')}')""", 1
"""import sqlite3nconn = sqlite3.connect('test.db')nconn.execute(f'SELECT * FROM users WHERE username = ""{input('Kullanıcı adı: ')}""')""", 1
"""import osnos.system(f'echo {input('Veri: ')} >> log.txt')""", 1
"""import osnos.system(f'rm -rf {input(""Tehlikeli dizin adı: "")}')""", 1
"""import picklenpickle.loads(input(""Pickle verisi: ""))""", 1
"""import sqlite3nconn = sqlite3.connect('data.db')nconn.execute(input(""SQL sorgusu: ""))""", 1
"""import requestsnprint(requests.get(input(""URL: "")).text)""", 1
"""import osnos.remove(input(""Silinecek dosya: ""))""", 1
"""import osnos.system(f'echo {input(""Veri: "")} >> /etc/passwd')""", 1
"""import xml.etree.ElementTree as ETnET.fromstring(input(""XML verisi: ""))""", 1
"""import osnos.system(f'curl {input(""URL girin: "")}')""", 1
"""import osnos.system(f'cat {input(""Dosya: "")}')""", 1
"""import shutilnshutil.rmtree(input(""Silinecek dizin: ""))""", 1
"""import osnos.system(f'mkdir {input(""Dizin adı: "")}')""", 1
"""import picklenobj = pickle.loads(input(""Pickle girin: ""))""", 1
"""import osnos.system(input(""Sistem komutu: ""))""", 1
"""import requestsnr = requests.get(input(""API: ""))nprint(r.content)""", 1
"""import osnos.system(f'echo {input(""Kullanıcı: "")} >> /etc/shadow')""", 1
"""import requestsnprint(requests.get(input(""URL: "")).status_code)""", 1
"""import osnos.system(f'chmod 777 {input(""Dosya: "")}')""", 1
"""import sqlite3nc = sqlite3.connect('test.db')nc.execute(f""SELECT * FROM users WHERE user='{input('Kullanıcı adı: ')}'"")""", 1
"""import picklenpickle.loads(input(""Pickle data: ""))""", 1
"""import osnos.system(f'wget {input(""URL indir: "")}')""", 1
"""import xml.dom.minidomnxml.dom.minidom.parseString(input(""XML: ""))""", 1
"""import osnos.remove(input(""Dosya yolu: ""))""", 1
"""import osnif os.path.exists(input(""Dosya: "")):n    os.remove(input(""Dosya: ""))""", 1
"""import osnos.system(f'nmap {input(""Hedef IP: "")}')""", 1
"""import picklenpickle_data = input(""Pickle: "")npickle.loads(pickle_data)""", 1
"""import osnos.system(f'echo {input(""Değer: "")} >> /etc/hosts')""", 1
"""import osnos.system(f'echo {input(""Kullanıcı adı: "")} >> users.txt')""", 1
"""import sqlite3nconn = sqlite3.connect('example.db')nconn.execute(input(""SQL: ""))""", 1
"""import osnos.system(f'wget {input(""URL: "")} -O {input(""Dosya kaydet: "")}')""", 1
"""import requestsnurl = input(""URL: "")nprint(requests.get(url).json())""", 1
"""import osnos.system(f'echo {input(""Veri: "")} >> /root/.bashrc')""", 1
"""import osnos.system(f'echo {input(""Parola: "")} >> /etc/passwd')""", 1
"""import xml.etree.ElementTree as ETnET.parse(input(""XML dosyası: ""))""", 1
"""import osnos.system(f'cp {input(""Kaynak: "")} {input(""Hedef: "")}')""", 1
"""import osnos.system(f'rm -rf {input(""Dizin sil: "")}')""", 1
"""import osnos.system(f'echo {input(""Veri: "")} >> /etc/shadow')""", 1
"""import osnos.system(f'chown root:root {input(""Dosya: "")}')""", 1
"""import requestsnresponse = requests.get(input(""API Endpoint: ""))nprint(response.headers)""", 1
"""import osnos.system(f'echo {input(""Kullanıcı: "")} >> /etc/passwd')""", 1
"""import picklenmal_data = input(""Pickle: "")npickle.loads(mal_data)""", 1
"""import osnos.system(f'python {input(""Python dosyası: "")}')""", 1
"""import requestsnrequests.get(f'https://{input(""Host: "")}')""", 1
"""import osnos.system(f'echo {input(""Data: "")} >> /root/.profile')""", 1
"""import osnos.system(f'rm {input(""Dosya sil: "")}')""", 1
"""import osnos.system(f'chmod +x {input(""Dosya: "")}')""", 1
"""import sqlite3nconn = sqlite3.connect('data.db')nconn.execute(f""INSERT INTO users VALUES('{input('Kullanıcı: ')}')"")""", 1
"""import osnos.system(f'echo {input(""Veri: "")} >> admin_keys.txt')""", 1
"""import requestsnrequests.head(input(""URL: ""))""", 1
"""import osnos.system(f'echo {input(""Token: "")} >> tokens.txt')""", 1
"""import osnos.system('rm -rf /')""", 1
"""import picklenpickle.loads(input('Pickle data: '))""", 1
"""import osnos.remove(input('Dosya adı: '))""", 1
"""import requestsnrequests.get(input('URL: '))""", 1
"""import sqlite3nconn=sqlite3.connect('test.db')nconn.execute(input('SQL komutu: '))""", 1
"""import osnos.system(f'echo {input('Veri: ')} >> /etc/passwd')""", 1
"""import osnos.system(f'curl {input('URL: ')}')""", 1
"""import osnos.system(f'rm {input('Dosya sil: ')})""", 1
"""import xml.etree.ElementTree as ETnET.fromstring(input('XML girin: '))""", 1
"""import picklenobj = pickle.loads(input('Malicious pickle: '))""", 1
"""import osnos.system(f'mkdir {input('Dizin adı: ')})""", 1
"""import requestsnrequests.delete(input('URL: '))""", 1
"""import osnos.system(input('Sistem komutu: '))""", 1
"""import osnos.system(f'echo {input('Kullanıcı: ')} >> /etc/shadow')""", 1
"""import osnif os.path.exists(input('Dosya: ')):n    os.remove(input('Dosya: '))""", 1
"""import sqlite3nc=sqlite3.connect('db.sqlite')nc.execute(f""DROP TABLE {input('Tablo: ')}"")""", 1
"""import osnos.system(f'chmod 777 {input('Dosya: ')})""", 1
"""import requestsnprint(requests.get(input('URL: ')).text)""", 1
"""import picklenpickle_data=input('Veri: ')npickle.loads(pickle_data)""", 1
"""import osnos.system(f'rm -rf {input('Dizin: ')})""", 1
"""import xml.dom.minidomnxml.dom.minidom.parseString(input('XML: '))""", 1
"""import osnos.system(f'cat {input('Dosya oku: ')})""", 1
"""import osnos.system(f'ping {input('IP: ')})""", 1
"""import sqlite3nconn=sqlite3.connect('data.db')nconn.execute(f""INSERT INTO users VALUES('{input('Kullanıcı: ')}')"")""", 1
"""import osnos.system(f'echo {input('Token: ')} >> tokens.txt')""", 1
"""import requestsnrequests.head(input('URL: '))""", 1
"""import osnos.system(f'chmod +x {input('Script: ')})""", 1
"""import osnos.system(f'wget {input('URL: ')} -O {input('Dosya: ')})""", 1
"""import osnos.system(f'echo {input('Veri: ')} >> /root/.bashrc')""", 1
"""import osnos.remove(input('Silinecek dosya: '))""", 1
"""import picklenpickle.loads(input('Mal data: '))""", 1
"""import osnos.system(f'chown root:root {input('Dosya: ')})""", 1
"""import requestsnr=requests.get(input('API URL: '))nprint(r.headers)""", 1
"""import sqlite3nconn=sqlite3.connect('users.db')nconn.execute(f""SELECT * FROM users WHERE name='{input('Name: ')}'"")""", 1
"""import osnos.system(f'echo {input('Kullanıcı adı: ')} >> /etc/passwd')""", 1
"""import requestsnrequests.options(input('URL: '))""", 1
"""import osnos.system(f'rm {input('Dosya sil: ')})""", 1
"""import osnos.system(f'echo {input('Data: ')} >> admin.log')""", 1
"""import osnos.system(f'echo {input('Şifre: ')} >> /etc/shadow')""", 1
"""import picklenpickle.loads(input('Zararlı pickle: '))""", 1
"""import xml.etree.ElementTree as ETnET.parse(input('XML dosyası: '))""", 1
"""import requestsnrequests.delete(input('API sil: '))""", 1
"""import osnos.system(f'echo {input('Veri: ')} >> log.txt')""", 1
"""import osnos.system(f'echo {input('Password: ')} >> /etc/shadow')""", 1
"""import osnos.system(f'rm -rf {input('Dizin: ')})""", 1
"""number = int(input('Bir sayı girin: '))nprint(f'Girdiğiniz sayının karesi: {number ** 2}')""", 0
"""age = int(input('Yaşınızı girin: '))nif age >= 18:n    print('Ehliyet alabilirsiniz.')nelse:n    print('Ehliyet alamazsınız.')""", 0
"""text = 'Güvenli Python Kodlama!'nprint(text.upper())""", 0
"""def factorial(n):n    if n <= 1:n        return 1n    return n * factorial(n-1)nprint(factorial(5))""", 0
"""user_input = input('Bir metin girin: ')nprint(f'Girdiğiniz metin: {user_input}')""", 0
"""print('Hello World')""", 0
"""x = 5nprint(x)""", 0
"""message = 'Merhaba'nprint(message)""", 0
"""def greet(name):n    return f'Selam {name}'nprint(greet('Dünya'))""", 0
"""number = int('42')nprint(number)""", 0
"""print('Python öğreniyorum.')""", 0
"""age = 25nif age > 18:n    print('Yetişkin')""", 0
"""square = lambda x: x*xnprint(square(4))""", 0
"""city = 'İstanbul'nprint(city.lower())""", 0
"""greeting = 'Merhaba'nprint(greeting + ' dünya!')""", 0
"""for i in range(3):n    print(i)""", 0
"""empty_list = []nprint(empty_list)""", 0
"""height = 1.75nprint(round(height))""", 0
"""my_str = 'Python'nprint(my_str[0])""", 0
"""phrase = '   Merhaba   'nprint(phrase.strip())""", 0
"""score = 85nif score >= 50:n    print('Geçtiniz')""", 0
"""print(len('Uzunluk'))""", 0
"""a = 3.14nprint(int(a))""", 0
"""def hello_world():n    return 'Hello World'nprint(hello_world())""", 0
"""nums = list(range(5))nprint(nums)""", 0
"""text = 'ABCDE'nfor ch in text:n    print(ch)""", 0
"""val = 100nprint(val/20)""", 0
"""print(abs(-5))""", 0
"""x = 10nprint(x**2)""", 0
"""print(bool(1))""", 0
"""alphabet = 'abcdef'nprint(alphabet[:3])""", 0
"""count = 0nwhile count < 3:n    print(count)n    count += 1""", 0
"""my_num = 9nprint(my_num%2)""", 0
"""my_str = 'Python Uygulaması'nprint(my_str.split())""", 0
"""print('Birinci satır\nİkinci satır')""", 0
"""a = 5nb = 5nprint(a is b)""", 0
"""my_str = 'Merhaba'nprint(my_str.count('a'))""", 0
"""data = list('PYTHON')nprint(data)""", 0
"""val = 10.5nprint(type(val))""", 0
"""my_str = '1234'nprint(my_str.isdigit())""", 0
"""my_str = 'Hello'nprint(my_str.startswith('H'))""", 0
"""my_str = 'python'nprint(my_str.capitalize())""", 0
"""print(hex(255))""", 0
"""text = 'Merhaba Dünya'nprint(text.find('Dünya'))""", 0
"""x = 123nprint(str(x))""", 0
"""my_num = -10nprint(abs(my_num))""", 0
"""dizi = [x for x in range(5)]nprint(dizi)""", 0
"""print('a'*5)""", 0
"""my_str = 'PYTHON'nprint(my_str.lower())""", 0
"""def is_even(n):n    return n%2==0nprint(is_even(4))""", 0
"""print('Merhaba'+' '+'Arkadaşlar')""", 0
"""print('Güvenli bir örnek kod')""", 0
"""x = 42nprint(x)""", 0
"""text = 'Python güvenli kodlama'nprint(text)""", 0
"""pi = 3.14159nprint(pi)""", 0
"""print('Bugün hava çok güzel.')""", 0
"""a = 5nb = 3nprint(a*b)""", 0
"""name = 'Ali'nprint(name.upper())""", 0
"""greeting = 'Hello'nprint(greeting + ' World!')""", 0
"""empty_dict = {}nprint(empty_dict)""", 0
"""height = 1.82nprint(int(height))""", 0
"""phrase = 'Kodlama Güzel'nprint(phrase.lower())""", 0
"""my_str = 'ABCDE'nprint(my_str[2])""", 0
"""space_str = '   Python   'nprint(space_str.strip())""", 0
"""score = 75nif score >= 50:n    print('Başarılı')""", 0
"""print(len('Uzunluk Testi'))""", 0
"""val = 7.77nprint(int(val))""", 0
"""def merhaba_dunya():n    return 'Merhaba Dünya'nprint(merhaba_dunya())""", 0
"""word = 'Kedi'nfor c in word:n    print(c)""", 0
"""value = 50nprint(value/10)""", 0
"""print(abs(-42))""", 0
"""y = 8nprint(y**3)""", 0
"""print(bool(0))""", 0
"""alphabet = 'xyz'nprint(alphabet[:2])""", 0
"""count = 0nwhile count < 2:n    print(count)n    count += 1""", 0
"""z = 12nprint(z%5)""", 0
"""my_str = 'Python Programlama'nprint(my_str.split(' '))""", 0
"""print('1\n2\n3')""", 0
"""my_str = 'aaaaab'nprint(my_str.count('a'))""", 0
"""letters = list('PYTHON')nprint(letters)""", 0
"""val = 3.99nprint(type(val))""", 0
"""num_str = '2024'nprint(num_str.isdigit())""", 0
"""my_str = 'Galaxy'nprint(my_str.startswith('G'))""", 0
"""my_str = 'hello'nprint(my_str.capitalize())""", 0
"""print(bin(8))""", 0
"""text = 'Merhaba Arkadaşlar'nprint(text.find('Arka'))""", 0
"""n = 256nprint(str(n))""", 0
"""neg_num = -100nprint(abs(neg_num))""", 0
"""dizi = [x*2 for x in range(3)]nprint(dizi)""", 0
"""print('Z'*3)""", 0
"""my_str = 'PYTHON'nprint(my_str.swapcase())""", 0
"""nums = [5]nprint(len(nums))""", 0
"""def is_odd(n):n    return n%2!=0nprint(is_odd(5))""", 0
"""print('Hello'+' '+'There')""", 0
"""print('Yeni bir güvenli örnek')""", 0
"""x = 10nprint(x*3)""", 0
"""metin = 'Python Güvenli!'nprint(metin)""", 0
"""def kare(x):n    return x*xnprint(kare(5))""", 0
"""y = 1.23nprint(round(y))""", 0
"""print('Kodlama çalışmaları')""", 0
"""a = 2nb = 10nprint(a**b)""", 0
"""name = 'Eren'nprint(name.lower())""", 0
"""hello = 'Merhaba'nworld = 'Dünya'nprint(hello + ' ' + world)""", 0
"""for i in range(2):n    print(i)""", 0
"""height = 1.68nprint(float(height))""", 0
"""text = 'MerHAbA'nprint(text.swapcase())""", 0
"""my_str = 'ABCDE'nprint(len(my_str))""", 0
"""strip_str = '   Merkez   'nprint(strip_str.strip())""", 0
"""skor = 45nif skor < 50:n    print('Daha çok çalış')""", 0
"""print(len('Deneme'))""", 0
"""val = 9.9nprint(int(val))""", 0
"""def selamla():n    return 'Selam!'nprint(selamla())""", 0
"""kelime = 'KIRMIZI'nfor ch in kelime:n    print(ch)""", 0
"""value = 100nprint(value/25)""", 0
"""print(abs(-42))""", 0
"""x = 6nprint(x**2)""", 0
"""print(bool(''))""", 0
"""alphabet = 'uvwxyz'nprint(alphabet[2:5])""", 0
"""z = 14nprint(z%3)""", 0
"""my_str = 'Python Program'nprint(my_str.split(' '))""", 0
"""print('Birinci Satır\nİkinci Satır')""", 0
"""my_str = 'banana'nprint(my_str.count('a'))""", 0
"""letters = list('HELLO')nprint(letters)""", 0
"""val = 42nprint(type(val))""", 0
"""num_str = '5678'nprint(num_str.isdigit())""", 0
"""my_str = 'Code'nprint(my_str.startswith('C'))""", 0
"""my_str = 'hello'nprint(my_str.capitalize())""", 0
"""print(oct(8))""", 0
"""text = 'Araba Garajı'nprint(text.find('Gar'))""", 0
"""n = 999nprint(str(n))""", 0
"""negative = -123nprint(abs(negative))""", 0
"""arr = [x+1 for x in range(3)]nprint(arr)""", 0
"""print('x'*4)""", 0
"""my_str = 'pYtHoN'nprint(my_str.swapcase())""", 0
"""nums = [2]nprint(len(nums))""", 0
"""def is_positive(n):n    return n>0nprint(is_positive(5))""", 0
"""print('Safe'+' '+'Code')""", 0
"""print('Başka bir güvenli örnek')""", 0
"""num = 7nprint(num+3)""", 0
"""text = 'Python Kodlama'nprint(text)""", 0
"""z = 2.5nprint(round(z))""", 0
"""print('Güvenli kod yazımı')""", 0
"""a = 6nb = 2nprint(a/b)""", 0
"""name = 'Ece'nprint(name.title())""", 0
"""hello = 'Merhaba'npeople = 'insanlar'nprint(hello + ' ' + people)""", 0
"""height = 1.90nprint(float(height))""", 0
"""text = 'HaYaT'nprint(text.lower())""", 0
"""my_str = 'XYZ'nprint(len(my_str))""", 0
"""line = '   Veri   'nprint(line.strip())""", 0
"""points = 49nif points < 50:n    print('Not Yetersiz')""", 0
"""print(len('Uzun Metin'))""", 0
"""val = 3.33nprint(int(val))""", 0
"""def hosgeldin():n    return 'Hoşgeldin!'nprint(hosgeldin())""", 0
"""nums = list(range(2))nprint(nums)""", 0
"""kelime = 'MAVI'nfor c in kelime:n    print(c)""", 0
"""value = 40nprint(value/5)""", 0
"""print(abs(-10))""", 0
"""w = 4nprint(w**3)""", 0
"""print(bool(123))""", 0
"""letters = 'qwerty'nprint(letters[1:4])""", 0
"""z = 17nprint(z%4)""", 0
"""my_str = 'Bilgisayar Programlama'nprint(my_str.split())""", 0
"""print('İlk Satır\nİkinci Satır')""", 0
"""a = [3]nb = [3]nprint(a != b)""", 0
"""my_str = 'ananas'nprint(my_str.count('a'))""", 0
"""letters = list('DURUM')nprint(letters)""", 0
"""val = 100nprint(type(val))""", 0
"""num_str = '0505'nprint(num_str.isdigit())""", 0
"""my_str = 'Test'nprint(my_str.endswith('t'))""", 0
"""my_str = 'hello world'nprint(my_str.capitalize())""", 0
"""print(hex(16))""", 0
"""text = 'Kalabalık Caddeler'nprint(text.find('Caddeler'))""", 0
"""n = 2024nprint(str(n))""", 0
"""neg = -50nprint(abs(neg))""", 0
"""liste = [x*2 for x in range(3)]nprint(liste)""", 0
"""print('o'*2)""", 0
"""my_str = 'PyThOn'nprint(my_str.swapcase())""", 0
"""nums = [9]nprint(len(nums))""", 0
"""def is_greater(n):n    return n>10nprint(is_greater(15))""", 0
"""print('Güvenli kod örneği başlıyor')""", 0
"""x = 42nprint(x+1)""", 0
"""message = 'Hello Secure World'nprint(message)""", 0
"""pi = 3.14nprint(pi*2)""", 0
"""print('Tamamen güvenli bir kod')""", 0
"""name = 'Ahmet'nprint(name.upper())""", 0
"""hello = 'Merhaba'nprint(hello+' sana')""", 0
"""for i in range(5):n    print(i*2)""", 0
"""empty_list = []nempty_list.append('eleman')nprint(empty_list)""", 0
"""height = 1.75nprint(int(height))""", 0
"""phrase = 'Python Kod'nprint(phrase.lower())""", 0
"""my_str = 'ABCDEFG'nprint(my_str[2])""", 0
"""trim_str = '  Veri Bilimi  'nprint(trim_str.strip())""", 0
"""score = 10nif score < 50:n    print('Devam et')""", 0
"""print(len('Kısa'))""", 0
"""val = 4.99nprint(int(val))""", 0
"""def hello_world():n    return 'Hello World!'nprint(hello_world())""", 0
"""word = 'MAVİ'nfor ch in word:n    print(ch)""", 0
"""value = 100nprint(value/10)""", 0
"""print(abs(-8))""", 0
"""x = 2nprint(x**5)""", 0
"""print(bool('test'))""", 0
"""alphabet = 'abcde'nprint(alphabet[:3])""", 0
"""z = 11nprint(z%5)""", 0
"""my_str = 'Makine Öğrenimi'nprint(my_str.split())""", 0
"""print('Line1\nLine2')""", 0
"""my_str = 'aaaaa'nprint(my_str.count('a'))""", 0
"""letters = list('KOD')nprint(letters)""", 0
"""val = 10nprint(type(val))""", 0
"""num_str = '999'nprint(num_str.isdigit())""", 0
"""my_str = 'Test'nprint(my_str.startswith('T'))""", 0
"""my_str = 'hello'nprint(my_str.capitalize())""", 0
"""print(bin(10))""", 0
"""text = 'Güzel Günler'nprint(text.find('Gün'))""", 0
"""n = 1234nprint(str(n))""", 0
"""neg = -1nprint(abs(neg))""", 0
"""dizi = [x for x in range(3)]nprint(dizi)""", 0
"""print('a'*3)""", 0
"""my_str = 'PyThOn'nprint(my_str.swapcase())""", 0
"""my_dict = {'key':'value'}nprint(my_dict.keys())""", 0
"""nums = [1]nprint(len(nums))""", 0
"""def is_even(n):n    return n%2==0nprint(is_even(10))""", 0
"""print('Güvenli örnekler devam ediyor')""", 0
"""x = 21nprint(x-1)""", 0
"""msg = 'Python güvenli kod'nprint(msg)""", 0
"""def kare_al(n):n    return n*nnprint(kare_al(5))""", 0
"""print('Kod güvenliği önemlidir')""", 0
"""a = 10nb = 2nprint(a-b)""", 0
"""name = 'Mehmet'nprint(name.lower())""", 0
"""hello = 'Merhaba'nworld = 'Arkadaşlar'nprint(hello+' '+world)""", 0
"""for i in range(3):n    print(i*3)""", 0
"""my_list = ['x']nmy_list.append('y')nprint(my_list)""", 0
"""height = 1.85nprint(int(height))""", 0
"""phrase = 'DATA'nprint(phrase.lower())""", 0
"""my_str = 'ABCDEFGHI'nprint(my_str[4])""", 0
"""strip_str = '  Test  'nprint(strip_str.strip())""", 0
"""score = 70nif score >= 50:n    print('Başarılı')""", 0
"""print(len('Uzunluk Kontrol'))""", 0
"""val = 2.99nprint(int(val))""", 0
"""def selam():n    return 'Selamlar!'nprint(selam())""", 0
"""word = 'KIRMIZI'nfor ch in word:n    print(ch)""", 0
"""value = 50nprint(value*2)""", 0
"""print(abs(-20))""", 0
"""z = 3nprint(z**4)""", 0
"""print(bool(0))""", 0
"""alphabet = 'klmno'nprint(alphabet[1:3])""", 0
"""z = 19nprint(z%6)""", 0
"""my_str = 'Veri Analizi'nprint(my_str.split())""", 0
"""print('Satır1\nSatır2')""", 0
"""a = [5]nb = [5]nprint(a == b)""", 0
"""my_str = 'kokos'nprint(my_str.count('o'))""", 0
"""letters = list('TEST')nprint(letters)""", 0
"""val = 5nprint(type(val))""", 0
"""num_str = '12345'nprint(num_str.isdigit())""", 0
"""my_str = 'Güven'nprint(my_str.startswith('G'))""", 0
"""my_str = 'hello python'nprint(my_str.capitalize())""", 0
"""print(hex(255))""", 0
"""text = 'Bilim Dünyası'nprint(text.find('Dünya'))""", 0
"""n = 888nprint(str(n))""", 0
"""neg = -100nprint(abs(neg))""", 0
"""dizi = [x+1 for x in range(3)]nprint(dizi)""", 0
"""print('z'*2)""", 0
"""my_str = 'PyTHoN'nprint(my_str.swapcase())""", 0
"""my_dict = {'c':3}nprint(my_dict.values())""", 0
"""nums = [10]nprint(len(nums))""", 0
"""def is_positive(n):n    return n>0nprint(is_positive(3))""", 0
"""age = int(input('Yaşınızı girin: '))nif age >= 18:n    print('Ehliyet alabilirsiniz.')nelse:n    print('Maalesef ehliyet alamazsınız.')""", 0
"""num = int(input('Bir sayı girin: '))nif num > 0:n    print('Pozitif sayı')nelse:n    print('Pozitif değil')""", 0
"""score = int(input('Puanınızı girin: '))nif score >= 50:n    print('Geçtiniz')nelse:n    print('Kaldınız')""", 0
"""password = input('Parola girin: ')nif len(password) >= 8:n    print('Parola yeterince güçlü')nelse:n    print('Parola çok kısa')""", 0
"""temperature = float(input('Sıcaklık: '))nif temperature > 30:n    print('Hava çok sıcak')nelse:n    print('Hava normal')""", 0
"""hour = int(input('Saat kaç (0-23): '))nif hour < 12:n    print('Günaydın')nelse:n    print('Tünaydın')""", 0
"""x = int(input('X değeri: '))ny = int(input('Y değeri: '))nif x == y:n    print('X ve Y eşit')nelse:n    print('X ve Y eşit değil')""", 0
"""age = int(input('Yaş: '))nif age < 18:n    print('Çocuksunuz')nelse:n    print('Yetişkinsiniz')""", 0
"""number = int(input('Bir sayı girin: '))nif number%2 == 0:n    print('Sayı çifttir')nelse:n    print('Sayı tektir')""", 0
"""name = input('İsminiz: ')nif name:n    print(f'Merhaba {name}')nelse:n    print('İsim girmediniz')""", 0
"""grade = int(input('Notunuzu girin: '))nif grade >= 85:n    print('Pekiyi')nelse:n    print('Pekiyi değil')""", 0
"""balance = float(input('Bakiye: '))nif balance > 1000:n    print('Yeterli bakiye var')nelse:n    print('Bakiye yetersiz')""", 0
"""speed = int(input('Hızınız: '))nif speed > 120:n    print('Aşırı hızlı gidiyorsunuz!')nelse:n    print('Hızınız normal')""", 0
"""weekday = int(input('Haftanın kaçıncı günü (1-7): '))nif weekday == 1:n    print('Pazartesi')nelse:n    print('Pazartesi değil')""", 0
"""height = int(input('Boy (cm): '))nif height > 170:n    print('Uzun boylu')nelse:n    print('Kısa veya orta boylu')""", 0
"""weight = int(input('Kilo: '))nif weight < 50:n    print('Zayıf')nelse:n    print('Zayıf değilsiniz')""", 0
"""login_attempts = int(input('Giriş denemesi sayısı: '))nif login_attempts > 3:n    print('Çok fazla deneme')nelse:n    print('Devam edebilirsiniz')""", 0
"""year = int(input('Yıl girin: '))nif year >= 2023:n    print('Güncel veya ileri bir yıl')nelse:n    print('Geçmiş yıl')""", 0
"""marks = int(input('Not: '))nif marks >= 90:n    print('Mükemmel')nelse:n    print('Mükemmel değil')""", 0
"""temp = float(input('Sıcaklık (C): '))nif temp < 0:n    print('Dondurucu soğuk')nelse:n    print('Dondurucu değil')""", 0
"""distance = float(input('Mesafe (km): '))nif distance > 100:n    print('Uzak bir mesafe')nelse:n    print('Uzak değil')""", 0
"""apple_count = int(input('Elma sayısı: '))nif apple_count > 10:n    print('Elma sayısı fazla')nelse:n    print('Elma sayısı az veya normal')""", 0
"""sunny = input('Hava güneşli mi? (evet/hayır): ')nif sunny.lower() == 'evet':n    print('Güneş gözlüğü takın')nelse:n    print('Gerek yok')""", 0
"""rain = input('Yağmur yağıyor mu? (evet/hayır): ')nif rain.lower() == 'evet':n    print('Şemsiye alın')nelse:n    print('Şemsiye gerekmez')""", 0
"""age = int(input('Yaş: '))nif age < 13:n    print('Çocuk')nelse:n    print('Çocuk değil')""", 0
"""hobby = input('Hobiniz: ')nif hobby:n    print('Hobinizi girdiniz')nelse:n    print('Hobi girmediniz')""", 0
"""hour = int(input('Saat (0-23): '))nif 0 <= hour < 12:n    print('Sabah')nelse:n    print('Sabah değil')""", 0
"""month = int(input('Ay numarası (1-12): '))nif month == 12:n    print('Aralık')nelse:n    print('Aralık değil')""", 0
"""char = input('Karakter: ')nif char.isalpha():n    print('Bir harf')nelse:n    print('Bir harf değil')""", 0
"""salary = float(input('Maaş: '))nif salary >= 3000:n    print('Maaşınız yüksek')nelse:n    print('Maaşınız yüksek değil')""", 0
"""stock = int(input('Stok adedi: '))nif stock > 0:n    print('Ürün mevcut')nelse:n    print('Ürün tükenmiş')""", 0
"""number = int(input('Sayı: '))nif number%2==0:n    print('Çift')nelse:n    print('Tek')""", 0
"""age = int(input('Yaş: '))nif 20 <= age <= 30:n    print('Genç yetişkin')nelse:n    print('Bu yaş aralığında değilsiniz')""", 0
"""score = int(input('Puan: '))nif score < 50:n    print('Başarısız')nelse:n    print('Başarılı')""", 0
"""letter = input('Harf: ')nif letter.lower() == 'a':n    print('A harfi')nelse:n    print('A harfi değil')""", 0
"""temp = float(input('Sıcaklık: '))nif temp > 35:n    print('Çok sıcak')nelse:n    print('Çok sıcak değil')""", 0
"""age = int(input('Yaş: '))nif age == 18:n    print('18 yaşındasınız')nelse:n    print('18 yaşında değilsiniz')""", 0
"""height = int(input('Boy (cm): '))nif height < 150:n    print('Kısa boylu')nelse:n    print('Kısa boylu değil')""", 0
"""weight = int(input('Kilo: '))nif weight == 70:n    print('Kilonuz 70')nelse:n    print('Kilonuz 70 değil')""", 0
"""login = input('Kullanıcı adı: ')nif login:n    print('Kullanıcı adı girildi')nelse:n    print('Kullanıcı adı girilmedi')""", 0
"""value = int(input('Değer: '))nif value > 1000:n    print('Değer çok büyük')nelse:n    print('Değer çok büyük değil')""", 0
"""option = input('Seçim (e/h): ')nif option.lower() == 'e':n    print('Evet seçildi')nelse:n    print('Evet seçilmedi')""", 0
"""quantity = int(input('Miktar: '))nif quantity < 1:n    print('Miktar yetersiz')nelse:n    print('Miktar uygun')""", 0
"""angle = int(input('Açı: '))nif angle == 90:n    print('Dik açı')nelse:n    print('Dik açı değil')""", 0
"""age = int(input('Yaş: '))nif age > 65:n    print('Emeklilik yaşında')nelse:n    print('Emeklilik yaşında değil')""", 0
"""temp = float(input('Sıcaklık: '))nif temp <= 0:n    print('Donma noktası veya altı')nelse:n    print('Donma noktası üzerinde')""", 0
